Introduction to the Writing of Fiction,022093,ENGLISH,221S,0,0,0,0,0,0,0,0,0,0,1
Introduction to the Writing of Creative Non-Fiction,003842,ENGLISH,222S,0,0,0,0,0,0,0,0,0,0,1
Ready for Prime Time: Writing the Dramatic TV Episode,023326,ENGLISH,224S,0,0,0,0,0,0,0,0,0,0,1
Writing the Movie. Introduction to the Theory and Practice of Writing for the Screen,021370,ENGLISH,225S,0,0,0,0,0,0,0,0,0,0,1
Dramatic Writing,003090,ENGLISH,226S,0,0,0,0,0,0,0,0,0,0,1
Adaptation,013134,ENGLISH,227S,0,0,0,0,0,0,0,0,0,0,1
Writing the Musical Book,023913,ENGLISH,228S,0,0,0,0,0,0,0,0,0,0,1
Shakespeare,019383,ENGLISH,235,0,0,0,0,0,0,1,0,0,0,0
Modern European Short Fiction,024104,ENGLISH,244,0,0,1,0,0,0,0,0,0,0,0
English Literature of the Romantic Period,003883,ENGLISH,245,0,0,0,1,0,0,0,0,0,0,0
Jane Austen,024412,ENGLISH,246,0,0,0,1,0,0,0,0,0,0,0
British Literature: 1900 to 1945,003885,ENGLISH,251,0,0,0,1,0,0,0,0,0,0,0
Medieval Christianity in Film and Fiction,020445,ENGLISH,254,0,0,1,0,0,0,0,0,0,0,0
Religion and the Novel in Modern India,023878,ENGLISH,258,0,0,1,0,0,0,0,0,0,0,0
American Literature to 1820,003917,ENGLISH,260,0,0,1,0,0,0,0,0,0,0,0
African American Literature,003930,ENGLISH,266,0,0,1,0,0,0,0,0,0,0,0
Classics of American Literature, 1820-1860,003918,ENGLISH,269,0,0,0,1,0,0,0,0,0,0,0
Classics of American Literature, 1820-1860,025334,ENGLISH,269S,0,0,0,0,0,0,0,0,0,0,1
Classics of American Literature, 1860 to 1915,003919,ENGLISH,270,0,0,1,0,0,0,0,0,0,0,0
Classics of American Literature, 1915 to 1960,003920,ENGLISH,271,0,0,0,1,0,0,0,0,0,0,0
Transforming Fiction for Stage and Screen,022309,ENGLISH,272SA,0,0,0,0,0,0,0,0,0,0,1
The Dramatic Monster: Horror on Stage and Screen,020517,ENGLISH,274,0,0,0,0,0,0,0,0,0,0,0
African American Literature,003931,ENGLISH,276,0,0,0,0,0,0,0,0,0,0,0
The Novel, Live!,023276,ENGLISH,277,0,0,0,0,0,0,0,0,0,0,0
Docu-Poetry: Real Life Truths Outside and Inside the Poetic Narrative,024155,ENGLISH,279S,0,0,0,0,0,0,1,0,0,0,0
American Apocalypse: Beat Generation Spirituality,021319,ENGLISH,281,0,0,0,0,0,0,1,0,0,0,0
Book Publishing \u0026 Marketing: A Case Study of the Romance Fiction Industry,022921,ENGLISH,284S,0,0,1,0,0,0,0,0,0,0,0
American Dreams, American Movies,020269,ENGLISH,288,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Language and Literature,023134,ENGLISH,290-7,0,0,0,0,0,0,0,0,0,0,0
Special Focus Topics in Writing,020019,ENGLISH,290FS,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Language and Literature,023405,ENGLISH,290S,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Medieval and Early Modern Literature,003906,ENGLISH,290S-1,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Eighteenth and Nineteenth Century Lit,003908,ENGLISH,290S-2,0,0,0,0,0,0,0,0,0,0,0
Special Topics in English Literature: Modern and Contemporary,015291,ENGLISH,290S-3,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Creative Writing,003857,ENGLISH,290S-4,0,0,0,0,0,0,0,0,0,0,0
The Business of Art and Media,014159,ENGLISH,310A,0,0,0,0,0,0,0,0,0,0,0
Internship in New York,016601,ENGLISH,313A,0,0,0,0,0,0,0,0,0,0,0
Playmaking: Collaboration from Page to Stage,023912,ENGLISH,316S,0,0,0,0,0,0,0,0,0,0,1
Screenwriting,003094,ENGLISH,317S,0,0,0,0,0,0,0,0,0,0,1
Expressing Immigrant Experience: The Russians,023880,ENGLISH,318S,0,0,1,0,0,0,0,0,0,0,0
Narrative and Moral Crisis,023928,ENGLISH,319S,0,0,0,0,0,0,1,0,0,0,0
Intermediate Workshop in the Writing of Poetry,003853,ENGLISH,320S,0,0,0,0,0,0,0,0,0,0,1
Intermediate Workshop in the Writing of Fiction,022089,ENGLISH,321S,0,0,0,0,0,0,0,0,0,0,1
Intermediate Workshop in the Writing of Creative Non-Fiction,022090,ENGLISH,322S,0,0,0,0,0,0,0,0,0,0,1
Late Medieval Literature and Culture,023211,ENGLISH,331S,0,0,1,0,0,0,0,0,0,0,0
Chaucer I,014200,ENGLISH,332S,0,0,1,0,0,0,0,0,0,0,0
Chaucer II,003911,ENGLISH,333,0,0,1,0,0,0,0,0,0,0,0
Shakespeare: Comedies and Romances,015528,ENGLISH,334,0,0,0,1,0,0,0,0,0,0,0
Shakespeare through 1600,003913,ENGLISH,336,0,0,0,0,0,0,1,0,0,0,0
Shakespeare After 1600,003914,ENGLISH,337,0,0,0,0,0,0,1,0,0,0,0
Milton,003915,ENGLISH,338,0,0,0,0,0,0,0,0,1,0,0
Milton,023435,ENGLISH,338S,0,0,0,0,0,0,1,0,0,0,0
Eighteenth-Century British Novel,003903,ENGLISH,344,0,0,0,0,0,0,0,0,0,0,1
Nineteenth-Century British Novel,003904,ENGLISH,345,0,0,0,1,0,0,0,0,0,0,0
Victorian Poetry,016034,ENGLISH,346,0,0,0,1,0,0,0,0,0,0,0
Law and Literature: Race Matters,020483,ENGLISH,350S,0,0,0,0,0,0,0,0,0,0,0
Idealistic Nature: The Literature, Philosophy, and Cognition of Ecology,024373,ENGLISH,355,0,0,0,0,0,0,1,0,0,0,0
American Literature before the Civil War,021310,ENGLISH,360,0,0,0,1,0,0,0,0,0,0,0
Studies in American Literature Before the Civil War,021312,ENGLISH,360S,0,0,0,1,0,0,0,0,0,0,0
American Literature, Civil War to First World War,021307,ENGLISH,369,0,0,0,1,0,0,0,0,0,0,0
Studies in American Literature 1860-1945,021493,ENGLISH,370,0,0,0,1,0,0,0,0,0,0,0
Studies in American Literature 1860-1945,021327,ENGLISH,370S,0,0,0,1,0,0,0,0,0,0,0
American Literature, World War I to World War II,021308,ENGLISH,371,0,0,0,1,0,0,0,0,0,0,0
Studies in American Literature, WWI-WWII,021544,ENGLISH,371S,0,0,0,1,0,0,0,0,0,0,0
Modern American Poetry,015747,ENGLISH,372S,0,0,0,0,0,0,0,0,1,0,0
American Literature, Cold War and After,021309,ENGLISH,373,0,0,0,1,0,0,0,0,0,0,0
Studies in American Literature, Cold War and After,021487,ENGLISH,373S,0,0,0,1,0,0,0,0,0,0,0
Contemporary American Writers,003921,ENGLISH,374,0,0,0,1,0,0,0,0,0,0,0
Popular Fictions,013886,ENGLISH,375S,0,0,0,0,0,0,0,0,0,0,0
Contemporary Novel,013856,ENGLISH,377,0,0,0,0,0,0,0,0,0,0,0
Contemporary Novel,023234,ENGLISH,377S,0,0,0,0,0,0,0,0,0,0,0
Beat Generation/Russian New Wave: Cultural Dissent in the Cold War,022834,ENGLISH,378,0,0,1,0,0,0,0,0,0,0,0
Fictions That Mark the Moment,023652,ENGLISH,379S,0,0,1,0,0,0,0,0,0,0,0
Popular Representations of Black Masculinity,024158,ENGLISH,380,0,0,1,0,0,0,0,0,0,0,0
Toni Morrison: Race, Trauma, and Redemption,024218,ENGLISH,380S,0,0,1,0,0,0,0,0,0,0,0
The History of Hip-Hop,022531,ENGLISH,381,0,0,1,0,0,0,0,0,0,0,0
Science Fiction Film,006449,ENGLISH,386,0,0,1,0,0,0,0,0,0,0,0
Documentary Biography,021781,ENGLISH,386S,0,0,0,0,0,0,0,0,1,0,0
Asian American Theatre,003924,ENGLISH,387,0,0,1,0,0,0,0,0,0,0,0
Love, Marriage, Education: Theories About Women from Rousseau to Beauvoir,015467,ENGLISH,388S,0,0,1,0,0,0,0,0,0,0,0
American Independent Cinema,022872,ENGLISH,389S,0,0,1,0,0,0,0,0,0,0,0
Special Topics: Single American Author,003926,ENGLISH,390-1,0,0,0,0,0,0,0,0,0,0,0
Special Topic in an Individual African American Author,003932,ENGLISH,390-3,0,0,0,0,0,0,0,0,0,0,0
Special Topics in African American Literary Genres,003937,ENGLISH,390-4,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Genre,003947,ENGLISH,390-5,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Film,017497,ENGLISH,390-6,0,0,0,0,0,0,0,0,0,0,0
Duke-Administered Study Abroad: Advanced Special Topics in English,003912,ENGLISH,390A,0,0,0,0,0,0,0,0,0,0,0
Special Topics in a Single British Author,014807,ENGLISH,390S-2,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Language and Literature,021337,ENGLISH,390S-7,0,0,0,0,0,0,0,0,0,0,0
Language and Society,020504,ENGLISH,395,0,0,0,0,0,0,0,0,0,0,0
Language in Immigrant America,021084,ENGLISH,396S,0,0,0,0,0,0,0,0,0,0,0
Narratives of Migration,025338,ENGLISH,397S,0,0,1,0,0,0,0,0,0,0,0
Digital Media Internship,024338,ENGLISH,398,0,0,0,0,0,0,0,0,0,0,0
Feature Writing Master Class,025108,ENGLISH,408S,0,0,0,0,0,0,0,0,0,0,1
Advanced Workshop in the Writing of Poetry,003854,ENGLISH,420S,0,0,0,0,0,0,0,0,0,0,1
Advanced Workshop in the Writing of Fiction,022091,ENGLISH,421S,0,0,0,0,0,0,0,0,0,0,1
Advanced Workshop in the Writing of Creative Nonfiction,022092,ENGLISH,422S,0,0,0,0,0,0,0,0,0,0,1
Special Topics in Language and Literature,003951,ENGLISH,490,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Literature and the Other Arts,003962,ENGLISH,490-7,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Language and Literature,016439,ENGLISH,490S,0,0,0,0,0,0,0,0,0,0,0
Special topics in African American Literary Studies,003945,ENGLISH,490S-2,0,0,0,0,0,0,0,0,0,0,0
Tutorial (Area I, II, or III as determined by instructor),003986,ENGLISH,490T,0,0,0,0,0,0,0,0,0,0,0
Distinction Creative Writing Independent Study,003990,ENGLISH,495,0,0,0,0,0,0,0,0,0,0,0
Distinction Critical Research Independent Study,003989,ENGLISH,497,0,0,0,0,0,0,0,0,1,0,0
Distinction Critical Research Independent Study,003993,ENGLISH,498,0,0,0,0,0,0,0,0,1,0,0
Introduction to Environmental Sciences and Policy,013857,ENVIRON,102,0,0,0,0,0,0,0,0,0,1,0
Israel/Palestine: Comparative Perspectives,023214,ENVIRON,147,0,0,0,0,0,0,0,0,0,0,0
Genomics of Host-Microbe Interactions: The Symbiotic Web,022215,ENVIRON,148FS,0,0,0,0,0,0,0,0,1,0,0
Duke-Administered Study Abroad: Special Topics in Environmental Sciences and Policy,004063,ENVIRON,190A,0,0,0,0,0,0,0,0,0,0,0
Topics in Environment,018296,ENVIRON,190FS,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Environmental Science and Policy,022557,ENVIRON,190S,0,0,0,0,0,0,0,0,0,0,0
Integrating Environmental Sciences and Policy,004065,ENVIRON,201,0,0,0,0,0,0,0,0,0,1,0
Marine Megafauna,017413,ENVIRON,205,0,0,0,0,0,0,0,0,0,1,0
Conserving the Variety of Life on Earth,017453,ENVIRON,210D,0,0,0,0,1,0,0,0,0,0,0
United States Environmental Policy,008092,ENVIRON,212,0,0,0,0,0,0,1,0,0,0,0
Ethical Challenges in Environmental Conservation,018424,ENVIRON,214S,0,0,0,0,0,0,1,0,0,0,0
Environment and Conflict: The Role of the Environment in Conflict and Peacebuilding,019016,ENVIRON,216S,0,0,0,0,0,0,0,0,0,0,0
Restoration Ecology: Theory and Applications,021367,ENVIRON,217,0,0,0,0,0,0,1,0,0,0,0
Field Methods in Earth and Environmental Sciences,004659,ENVIRON,226S,0,0,0,0,0,0,0,0,1,0,0
Food and Fuel for a Growing Population: Nuts and Bolts of Plant Growth and Production,021346,ENVIRON,228,0,0,0,0,0,0,0,0,0,1,0
Food and Fuel for a Growing Population: Nuts and Bolts of Plant Growth and Production,021346,ENVIRON,228,0,0,0,0,0,0,0,0,0,1,0
Food and Fuel for a Growing Population: Nuts and Bolts of Plant Growth and Production,025259,ENVIRON,228S,0,0,0,0,0,0,0,0,0,1,0
Energy and the Environment,017292,ENVIRON,231,0,0,0,0,0,0,0,0,0,1,0
Introduction to Atmospheric Chemistry: From Air Pollution to Climate Change,017192,ENVIRON,239,0,0,0,0,0,0,0,0,0,1,0
Biodiversity Issues and Field Methods,018742,ENVIRON,240S,0,0,0,0,0,0,0,0,1,0,0
The Theory and Practice of Sustainability,004143,ENVIRON,245,0,0,0,0,0,0,1,0,0,0,0
Global Disasters: Science and Policy,018265,ENVIRON,260,0,0,0,0,0,0,0,0,0,1,0
Global Disasters: Reasons, Response and Recovery,018264,ENVIRON,262,0,0,0,0,0,0,0,0,0,1,0
Environmental Law and Policy,022879,ENVIRON,265,0,1,0,0,0,0,0,0,0,0,0
Voices in the Environment: Spanish,023686,ENVIRON,269T-1,0,0,0,0,0,0,0,0,0,0,0
Biology for Engineers: Informing Engineering Decisions,020455,ENVIRON,271A,0,0,0,0,0,0,0,0,0,1,0
Analysis of Ocean Ecosystems,001498,ENVIRON,272A,0,0,0,0,0,0,0,0,0,0,0
Marine Ecology,001504,ENVIRON,273LA,0,0,0,0,0,0,0,0,1,0,0
People, Plants and Pollution: Introduction to Urban Environments,020046,ENVIRON,274,0,0,0,0,0,0,0,0,0,1,0
Global Fisheries Conflicts: Exploring Local and Global Economic, Ecological, and Social Impacts,022003,ENVIRON,275SA,0,0,0,0,0,0,1,0,0,0,0
Denial, Faith, Reason: Sustainability and Survival,022548,ENVIRON,276,0,0,0,0,0,0,1,0,0,0,0
Biodiversity of Alaska,023322,ENVIRON,277A,0,0,0,0,0,0,0,0,0,1,0
Comparative Physiology of Marine Animals,001520,ENVIRON,278LA,0,0,0,0,0,0,0,0,1,0,0
Sound in the Sea: Introduction to Marine Bioacoustics,020062,ENVIRON,280LA,0,0,0,0,0,0,0,0,0,0,0
Conservation and Management of Protected Areas in South Africa,015878,ENVIRON,281A,0,0,1,0,0,0,0,0,0,0,0
Marine Policy,017491,ENVIRON,286A,0,0,0,0,0,0,1,0,0,0,0
Marine Conservation Service-Learning Course: Challenges at Sea,020163,ENVIRON,287A,0,0,0,0,0,0,0,0,0,1,0
Duke-Administered Study Abroad: Advanced Special Topics in Environmental Science and Policy,021848,ENVIRON,290A,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Environmental Sciences and Policy,022131,ENVIRON,290S,0,0,0,0,0,0,0,0,0,0,0
Social Impact Analysis,024411,ENVIRON,305SA,0,0,0,0,0,0,1,0,0,0,0
Barrier Island Ecology, Geology, and Policy,024599,ENVIRON,307A,0,0,0,0,0,0,0,0,0,1,0
Forest Measurements,024628,ENVIRON,310,0,0,0,0,1,0,0,0,0,0,0
Dendrology,024647,ENVIRON,311,0,0,0,0,1,0,0,0,0,0,0
Managing the Oceans to Solve Global Problems,025051,ENVIRON,314,0,0,0,0,0,0,1,0,0,0,0
Aquaculture and the Environment,025321,ENVIRON,319A,0,0,0,0,0,0,0,0,0,1,0
Coastal Watershed Science and Policy,023906,ENVIRON,321A,0,0,0,0,0,0,0,0,0,1,0
Hydrologic and Environmental Data Analysis,022832,ENVIRON,322,0,0,0,0,0,0,0,0,0,0,0
Environmental Justice: The Economics of Race, Place, and Pollution,023544,ENVIRON,332S,0,0,0,0,0,0,1,0,0,0,0
Drones in Marine Biology, Ecology, and Conservation,024645,ENVIRON,335A,0,0,0,0,0,0,0,0,0,0,0
Drones in Marine Biology, Ecology, and Conservation,024178,ENVIRON,335LA,0,0,0,0,0,0,0,0,0,1,0
Introduction to Environmental Life Cycle Assessment: Applications to Food Systems,025247,ENVIRON,338S,0,0,0,0,0,0,0,0,1,0,0
Energy Futures and Environmental Justice,024154,ENVIRON,343S,0,0,0,0,0,0,0,0,0,0,0
Plant Diversity: A Field Approach,020059,ENVIRON,344S,0,0,0,0,0,0,0,0,0,0,0
Global Environmental Politics,024257,ENVIRON,348,0,0,0,0,0,0,0,0,0,0,0
Marine Science and Conservation Leadership,018741,ENVIRON,350S,0,0,0,0,0,0,1,0,0,0,0
Introduction to Satellite Remote Sensing,021351,ENVIRON,358,0,0,0,0,0,0,0,0,0,0,0
Fundamentals of GIS and Geospatial Analysis,017352,ENVIRON,359,0,0,0,0,0,0,0,0,0,0,0
Environmental Chemistry and Toxicology,013858,ENVIRON,360,0,0,0,0,0,0,0,0,0,1,0
Changing Oceans,020479,ENVIRON,362S,0,0,0,0,0,0,0,0,0,1,0
Environmental Economics and Policy,003322,ENVIRON,363,0,0,0,0,0,0,0,0,0,1,0
Engineering Sustainable Design and the Global Community,019092,ENVIRON,365,0,0,0,0,0,0,0,0,0,0,0
Engineering Sustainable Design and the Global Community: Structural Focus,022961,ENVIRON,365-20,0,0,0,0,0,0,0,0,0,1,0
Engineering Sustainable Design and the Global Community: Environmental Focus,022962,ENVIRON,365-60,0,0,0,0,0,0,0,0,0,1,0
The Modern Regulatory State,021890,ENVIRON,365D,0,0,0,0,0,0,1,0,0,0,0
Green Germany: World Leader in Environmental Policy,022574,ENVIRON,366,0,0,1,0,0,0,0,0,0,0,0
The Economics of the Energiewende in Germany,022105,ENVIRON,367SA,0,0,0,0,0,0,1,0,0,0,0
Biological Oceanography,001489,ENVIRON,369LA,0,0,0,0,0,0,0,0,1,0,0
Physical Oceanography,019669,ENVIRON,370A,0,0,0,0,0,0,0,0,0,1,0
Sensory Physiology and Behavior of Marine Animals,013593,ENVIRON,373LA,0,0,0,0,0,0,0,0,1,0,0
Biology and Conservation of Sea Turtles,016480,ENVIRON,375A,0,0,0,0,0,0,0,0,0,1,0
Biology and Conservation of Sea Turtles,001499,ENVIRON,375LA,0,0,0,0,0,0,0,0,0,1,0
Marine Invertebrate Zoology,001535,ENVIRON,377LA,0,0,0,0,0,0,0,0,1,0,0
Marine Molecular Microbiology,020471,ENVIRON,383LA,0,0,0,0,1,0,0,0,0,0,0
Special Topics in Environmental Sciences and Policy,004079,ENVIRON,390,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Environmental Sciences and Policy,021754,ENVIRON,390-1,0,0,0,0,0,0,0,0,0,0,0
Duke-Administered Study Abroad: Advanced Special Topics in Environmental Sciences and Policy,004064,ENVIRON,390A,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Environmental Sciences and Policy,016461,ENVIRON,390S,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Environmental Sciences and Policy,021752,ENVIRON,390S-1,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Environmental Science and Policy,021389,ENVIRON,390SA,0,0,0,0,0,0,0,0,0,0,0
Independent Study,021923,ENVIRON,391-1,0,0,0,0,0,0,0,0,0,0,0
Independent Study,021506,ENVIRON,391A,0,0,0,0,0,0,0,0,0,0,0
Research Independent Study,021503,ENVIRON,393A,0,0,0,0,0,0,0,0,1,0,0
Research Independent Study,004261,ENVIRON,394,0,0,0,0,0,0,0,0,1,0,0
Research Independent Study,022143,ENVIRON,394A,0,0,0,0,0,0,0,0,1,0,0
Israel Experience: Environment, Science, Technology, and Innovation,021782,ENVIRON,406,0,0,0,0,0,0,0,0,0,1,0
Climate Change in the Marine Environment,022956,ENVIRON,445A,0,0,0,0,0,0,1,0,0,0,0
Ocean Engineering,024252,ENVIRON,461,0,0,0,0,0,0,0,0,0,0,0
Mathematics of Dynamical Systems Describing Complex Environmental Phenomena: A Modern Crystal Ball?,024985,ENVIRON,464,0,0,0,0,1,0,0,0,0,0,0
Capstone: Research in Human Rights,025138,ENVIRON,470S,0,0,0,0,0,0,0,0,0,0,0
Data and Time Series Analysis in Marine Sciences,024224,ENVIRON,476A,0,0,0,0,1,0,0,0,0,0,0
Advanced Research in Environmental Sciences and Policy,025358,ENVIRON,496,0,0,0,0,0,0,0,0,1,0,0
The Dynamic Earth,010977,EOS,101,0,0,0,0,0,0,0,0,0,1,0
The Dynamic Oceans,001465,EOS,102,0,0,0,0,0,0,0,0,0,1,0
The Surface of the Earth,016033,EOS,203,0,0,0,0,0,0,0,0,0,0,0
The Surface of the Earth,016033,EOS,203S,0,0,0,0,0,0,0,0,0,0,0
Field Methods in Earth and Environmental Sciences,004659,EOS,226S,0,0,0,0,0,0,0,0,1,0,0
Meteoritics and Solar System History,021798,EOS,230,0,0,0,0,0,0,0,0,0,0,0
Energy and the Environment,017292,EOS,231,0,0,0,0,0,0,0,0,0,1,0
Introduction to Atmospheric Chemistry: From Air Pollution to Climate Change,017192,EOS,239,0,0,0,0,0,0,0,0,0,1,0
Biological Oceanography,001489,EOS,273LA,0,0,0,0,0,0,0,0,1,0,0
Biodiversity of Alaska,023322,EOS,287A,0,0,0,0,0,0,0,0,0,1,0
Waves, Beaches, and Coastline Dynamics,004650,EOS,315,0,0,0,0,0,0,0,0,0,1,0
Methods and Tools in Earth Science Research,022464,EOS,321S,0,0,0,0,0,0,0,0,1,0,0
Methods and Tools in Earth Science Research,022457,EOS,321S-1,0,0,0,0,0,0,0,0,1,0,0
Hydrologic and Environmental Data Analysis,022832,EOS,322,0,0,0,0,0,0,0,0,0,0,0
Landscape Hydrology,004658,EOS,323,0,0,0,0,1,0,0,0,0,0,0
Landscape Hydrology,004658,EOS,323,0,0,0,0,1,0,0,0,0,0,0
The Anthropocene: The Next Epoch of Geologic History,015196,EOS,325,0,0,0,0,0,0,0,0,0,1,0
Global Warming,016035,EOS,355,0,0,0,0,0,0,0,0,0,1,0
Introduction to Satellite Remote Sensing,021351,EOS,358,0,0,0,0,0,0,0,0,0,0,0
Fundamentals of GIS and Geospatial Analysis,017352,EOS,359,0,0,0,0,0,0,0,0,0,0,0
Changing Oceans,020479,EOS,364S,0,0,0,0,0,0,0,0,0,1,0
Introduction to Weather and Climate,020480,EOS,365,0,0,0,0,1,0,0,0,0,0,0
Marine Ecology,001504,EOS,374LA,0,0,0,0,0,0,0,0,1,0,0
Marine Invertebrate Zoology,001535,EOS,377LA,0,0,0,0,0,0,0,0,1,0,0
Special Topics in Earth and Ocean Sciences,021532,EOS,390,0,0,0,0,0,0,0,0,0,0,0
Duke-Administered Study Abroad: Advanced Special Topics in Earth and Ocean Sciences,021849,EOS,390A,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Earth and Ocean Sciences,021539,EOS,390S,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Earth and Ocean Sciences,023807,EOS,390S-1,0,0,0,0,0,0,0,0,0,0,0
Independent Study,021486,EOS,391A,0,0,0,0,0,0,0,0,0,0,0
Research Independent Study,021922,EOS,393-1,0,0,0,0,0,0,0,0,1,0,0
Research Independent Study,021383,EOS,393A,0,0,0,0,0,0,0,0,1,0,0
Field Exploration of the Geology of North Carolina,018588,EOS,401,0,0,0,0,0,0,0,0,0,1,0
Volcanology: Geology of Hawaii,016038,EOS,402S,0,0,0,0,0,0,0,0,1,0,0
Geology and Natural History of the Yellowstone Region,004672,EOS,403,0,0,0,0,1,0,0,0,0,0,0
Geology of Tropical Marine Environments,013145,EOS,404S,0,0,0,0,0,0,0,0,1,0,0
The American Southwest,004674,EOS,405S,0,0,0,0,1,0,0,0,0,0,0
Israel Experience: Environment, Science, Technology, and Innovation,021782,EOS,406,0,0,0,0,0,0,0,0,0,1,0
Senior Capstone Experience,018251,EOS,410S,0,0,0,0,0,0,0,0,1,0,0
The Challenges of Living an Ethical Life,024969,ETHICS,101,0,0,0,0,0,0,1,0,0,0,0
The Challenges of Living an Ethical Life,017925,ETHICS,101D,0,0,0,0,0,0,1,0,0,0,0
The Examined Life,024420,ETHICS,111S,0,0,0,0,0,0,1,0,0,0,0
Private Wealth and Public Giving: A Modern History,023658,ETHICS,123,0,0,1,0,0,0,0,0,0,0,0
On Suffering: How Science and Stories Shape Us,025220,ETHICS,140FS,0,0,0,0,0,0,1,0,0,0,0
Citizenship, Patriotism, \u0026 Identity,024646,ETHICS,150FS,0,0,0,0,0,0,1,0,0,0,0
Globalization and Corporate Citizenship,023561,ETHICS,160FS,0,0,0,0,0,0,1,0,0,0,0
Liberty and Equality: Ancient and Modern Perspectives,023434,ETHICS,170FS,0,0,1,0,0,0,0,0,0,0,0
The Ethics of Democracy,024783,ETHICS,171FS,0,0,0,0,0,0,1,0,0,0,0
The Ethics of Democracy,023517,ETHICS,171S,0,0,0,0,0,0,1,0,0,0,0
American Perspectives on Citizenship,022718,ETHICS,188FS,0,0,0,0,0,0,1,0,0,0,0
Special Topics in Ethics (Focus Program),020207,ETHICS,190FS,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Ethics,023815,ETHICS,190S,0,0,0,0,0,0,0,0,0,0,0
Beyond Disagreement and Cozy Consensus,023526,ETHICS,194FS,0,0,1,0,0,0,0,0,0,0,0
Human Rights and Legal Redress: Seeking Justice through Human Rights,024761,ETHICS,195S,0,0,1,0,0,0,0,0,0,0,0
Refugees, Rights, and Resettlement,020151,ETHICS,199FS,0,0,0,0,0,0,0,0,0,0,0
Composing Oneself: Stress, Identity, and Wellness,024706,ETHICS,205S,0,0,0,0,0,0,1,0,0,0,0
Theories and Strategies of Social Change: Connections to the Pathways of Change Summer Program,024758,ETHICS,211S,0,0,0,0,0,0,1,0,0,0,0
Resettling Refugees in Durham,024807,ETHICS,215,0,0,0,0,0,0,0,0,0,0,0
Arab Society and Culture in Film,018777,ETHICS,221,0,0,1,0,0,0,0,0,0,0,0
Muslim Philosophy and Theology, an introduction,021328,ETHICS,235S,0,0,0,0,0,0,1,0,0,0,0
Governance and Healthcare Innovation,023212,ETHICS,250S,0,0,0,0,0,0,1,0,0,0,0
Pursuit of Purpose: Exploring What to Be and Why,024295,ETHICS,253S,0,0,0,0,0,0,1,0,0,0,0
America in the World Economy: The Law, Politics, and Economics of U.S. Antitrust, 1890-2015,023597,ETHICS,255,0,0,0,0,0,0,0,0,1,0,0
Moral Dilemmas in Philosophy and Literature,023927,ETHICS,258,0,0,0,0,0,0,1,0,0,0,0
News as a Moral Battleground,014156,ETHICS,259,0,0,0,0,0,0,0,0,0,0,0
Happiness and the Virtuous Life,025128,ETHICS,260S,0,0,0,0,0,0,1,0,0,0,0
The Arts and Human Rights,020266,ETHICS,261,0,0,0,0,0,0,0,0,0,0,0
Global Migration and Ethics,021780,ETHICS,262,0,0,0,0,0,0,1,0,0,0,0
Global Migration and Ethics,001978,ETHICS,262S,0,0,0,0,0,0,0,0,0,0,0
Applied and Environmental Ethics,007716,ETHICS,265,0,0,0,0,0,0,1,0,0,0,0
Neuroethics,020466,ETHICS,269,0,0,0,0,0,0,1,0,0,0,0
Business Ethics: The Debate Over Corporate Social Responsibility,018589,ETHICS,270,0,0,0,0,0,0,1,0,0,0,0
Life Within Capitalism: A History of its Values, Measures and Struggles,022572,ETHICS,271,0,0,0,0,0,0,1,0,0,0,0
Democracy: Ancient and Modern,021996,ETHICS,275,0,0,1,0,0,0,0,0,0,0,0
Roman Political Thought and Its Modern Legacy,024659,ETHICS,276,0,0,1,0,0,0,0,0,0,0,0
Medical Ethics, Aging, and End of Life Care in the US,024414,ETHICS,277S,0,0,0,0,0,0,0,0,0,0,0
Denial, Faith, Reason: Sustainability and Survival,022548,ETHICS,285,0,0,0,0,0,0,1,0,0,0,0
Religion and Science,013592,ETHICS,287,0,0,1,0,0,0,0,0,0,0,0
Religion and Science,025362,ETHICS,287S,0,0,1,0,0,0,0,0,0,0,0
Ethical Dimensions of Environmental Policy,025150,ETHICS,288S,0,0,0,0,0,0,1,0,0,0,0
Independent Study,023140,ETHICS,291,0,0,0,0,0,0,0,0,0,0,0
Business and Human Rights Advocacy Lab,023281,ETHICS,301S,0,0,0,0,0,0,0,0,0,0,0
Ethics and Philosophy of Sport,023168,ETHICS,315S,0,0,0,0,0,0,1,0,0,0,0
