id, name, email, major
3507,student3507,student3507@test.com,PHIL
3508,student3508,student3508@test.com,MGRECON
3509,student3509,student3509@test.com,ENGLISH
3510,student3510,student3510@test.com,ECE
3511,student3511,student3511@test.com,GERMAN
3512,student3512,student3512@test.com,COMPSCI
3513,student3513,student3513@test.com,BIOCHEM
3514,student3514,student3514@test.com,BIOLOGY
3515,student3515,student3515@test.com,COMPSCI
3516,student3516,student3516@test.com,PHIL
3517,student3517,student3517@test.com,SPANISH
3518,student3518,student3518@test.com,RELIGION
3519,student3519,student3519@test.com,PHYSICS
3520,student3520,student3520@test.com,ARTHIST
3521,student3521,student3521@test.com,EDUC
3522,student3522,student3522@test.com,SPANISH
3523,student3523,student3523@test.com,CULANTH
3524,student3524,student3524@test.com,CHINESE
3525,student3525,student3525@test.com,HISTORY
3526,student3526,student3526@test.com,PHIL
3527,student3527,student3527@test.com,EVANTH
3528,student3528,student3528@test.com,BME
3529,student3529,student3529@test.com,EVANTH
3530,student3530,student3530@test.com,BIOLOGY
3531,student3531,student3531@test.com,NEUROSCI
3532,student3532,student3532@test.com,EDUC
3533,student3533,student3533@test.com,RELIGION
3534,student3534,student3534@test.com,PHIL
3535,student3535,student3535@test.com,ARTHIST
3536,student3536,student3536@test.com,MUSIC
3537,student3537,student3537@test.com,RELIGION
3538,student3538,student3538@test.com,MGRECON
3539,student3539,student3539@test.com,EGR
3540,student3540,student3540@test.com,EDUC
3541,student3541,student3541@test.com,RELIGION
3542,student3542,student3542@test.com,EDUC
3543,student3543,student3543@test.com,ECON
3544,student3544,student3544@test.com,GERMAN
3545,student3545,student3545@test.com,PHYSICS
3546,student3546,student3546@test.com,PUBPOL
3547,student3547,student3547@test.com,EDUC
3548,student3548,student3548@test.com,CHEM
3549,student3549,student3549@test.com,ARABIC
3550,student3550,student3550@test.com,RELIGION
3551,student3551,student3551@test.com,CULANTH
3552,student3552,student3552@test.com,PUBPOL
3553,student3553,student3553@test.com,CHEM
3554,student3554,student3554@test.com,ARABIC
3555,student3555,student3555@test.com,COMPSCI
3556,student3556,student3556@test.com,BIOLOGY
3557,student3557,student3557@test.com,ECE
3558,student3558,student3558@test.com,HISTORY
3559,student3559,student3559@test.com,EVANTH
3560,student3560,student3560@test.com,NEUROSCI
3561,student3561,student3561@test.com,MGRECON
3562,student3562,student3562@test.com,ENGLISH
3563,student3563,student3563@test.com,EVANTH
3564,student3564,student3564@test.com,PPE
3565,student3565,student3565@test.com,BME
3566,student3566,student3566@test.com,PPE
3567,student3567,student3567@test.com,ENGLISH
3568,student3568,student3568@test.com,PSY
3569,student3569,student3569@test.com,ECE
3570,student3570,student3570@test.com,EGR
3571,student3571,student3571@test.com,MGRECON
3572,student3572,student3572@test.com,CULANTH
3573,student3573,student3573@test.com,HISTORY
3574,student3574,student3574@test.com,ARTHIST
3575,student3575,student3575@test.com,PUBPOL
3576,student3576,student3576@test.com,EDUC
3577,student3577,student3577@test.com,FRENCH
3578,student3578,student3578@test.com,GLHLTH
3579,student3579,student3579@test.com,MUSIC
3580,student3580,student3580@test.com,BIOCHEM
3581,student3581,student3581@test.com,COMPSCI
3582,student3582,student3582@test.com,CHINESE
3583,student3583,student3583@test.com,CHEM
3584,student3584,student3584@test.com,ECON
3585,student3585,student3585@test.com,PHYSICS
3586,student3586,student3586@test.com,CULANTH
3587,student3587,student3587@test.com,MGRECON
3588,student3588,student3588@test.com,SPANISH
3589,student3589,student3589@test.com,ENGLISH
3590,student3590,student3590@test.com,ARTHIST
3591,student3591,student3591@test.com,CHINESE
3592,student3592,student3592@test.com,PUBPOL
3593,student3593,student3593@test.com,GLHLTH
3594,student3594,student3594@test.com,PHIL
3595,student3595,student3595@test.com,PHIL
3596,student3596,student3596@test.com,GLHLTH
3597,student3597,student3597@test.com,ECE
3598,student3598,student3598@test.com,NEUROSCI
3599,student3599,student3599@test.com,MGRECON
3600,student3600,student3600@test.com,ENGLISH
3601,student3601,student3601@test.com,ECON
3602,student3602,student3602@test.com,MGRECON
3603,student3603,student3603@test.com,EVANTH
3604,student3604,student3604@test.com,SPANISH
3605,student3605,student3605@test.com,CULANTH
3606,student3606,student3606@test.com,PUBPOL
3607,student3607,student3607@test.com,MATH
3608,student3608,student3608@test.com,EVANTH
3609,student3609,student3609@test.com,PHIL
3610,student3610,student3610@test.com,GLHLTH
3611,student3611,student3611@test.com,CULANTH
3612,student3612,student3612@test.com,ARTHIST
3613,student3613,student3613@test.com,ECON
3614,student3614,student3614@test.com,PPE
3615,student3615,student3615@test.com,ECON
3616,student3616,student3616@test.com,HISTORY
3617,student3617,student3617@test.com,FRENCH
3618,student3618,student3618@test.com,ECON
3619,student3619,student3619@test.com,PUBPOL
3620,student3620,student3620@test.com,GERMAN
3621,student3621,student3621@test.com,FRENCH
3622,student3622,student3622@test.com,PSY
3623,student3623,student3623@test.com,PPE
3624,student3624,student3624@test.com,COMPSCI
3625,student3625,student3625@test.com,PSY
3626,student3626,student3626@test.com,PHYSICS
3627,student3627,student3627@test.com,HISTORY
3628,student3628,student3628@test.com,EDUC
3629,student3629,student3629@test.com,SPANISH
3630,student3630,student3630@test.com,MUSIC
3631,student3631,student3631@test.com,EVANTH
3632,student3632,student3632@test.com,CHEM
3633,student3633,student3633@test.com,PPE
3634,student3634,student3634@test.com,NEUROSCI
3635,student3635,student3635@test.com,BIOCHEM
3636,student3636,student3636@test.com,GERMAN
3637,student3637,student3637@test.com,PHYSICS
3638,student3638,student3638@test.com,PHIL
3639,student3639,student3639@test.com,ECON
3640,student3640,student3640@test.com,STA
3641,student3641,student3641@test.com,BIOLOGY
3642,student3642,student3642@test.com,ECE
3643,student3643,student3643@test.com,CHINESE
3644,student3644,student3644@test.com,HISTORY
3645,student3645,student3645@test.com,PHYSICS
3646,student3646,student3646@test.com,MATH
3647,student3647,student3647@test.com,ARTHIST
3648,student3648,student3648@test.com,CHINESE
3649,student3649,student3649@test.com,CULANTH
3650,student3650,student3650@test.com,GERMAN
3651,student3651,student3651@test.com,COMPSCI
3652,student3652,student3652@test.com,PSY
3653,student3653,student3653@test.com,STA
3654,student3654,student3654@test.com,ENGLISH
3655,student3655,student3655@test.com,ECE
3656,student3656,student3656@test.com,FRENCH
3657,student3657,student3657@test.com,PHYSICS
3658,student3658,student3658@test.com,PSY
3659,student3659,student3659@test.com,PSY
3660,student3660,student3660@test.com,MATH
3661,student3661,student3661@test.com,EVANTH
3662,student3662,student3662@test.com,GERMAN
3663,student3663,student3663@test.com,COMPSCI
3664,student3664,student3664@test.com,GERMAN
3665,student3665,student3665@test.com,PSY
3666,student3666,student3666@test.com,COMPSCI
3667,student3667,student3667@test.com,MGRECON
3668,student3668,student3668@test.com,EDUC
3669,student3669,student3669@test.com,MUSIC
3670,student3670,student3670@test.com,EVANTH
3671,student3671,student3671@test.com,CHEM
3672,student3672,student3672@test.com,BIOLOGY
3673,student3673,student3673@test.com,RELIGION
3674,student3674,student3674@test.com,PUBPOL
3675,student3675,student3675@test.com,EVANTH
3676,student3676,student3676@test.com,RELIGION
3677,student3677,student3677@test.com,CULANTH
3678,student3678,student3678@test.com,MATH
3679,student3679,student3679@test.com,CULANTH
3680,student3680,student3680@test.com,PHYSICS
3681,student3681,student3681@test.com,PUBPOL
3682,student3682,student3682@test.com,BME
3683,student3683,student3683@test.com,ARTHIST
3684,student3684,student3684@test.com,FRENCH
3685,student3685,student3685@test.com,BME
3686,student3686,student3686@test.com,STA
3687,student3687,student3687@test.com,MUSIC
3688,student3688,student3688@test.com,MATH
3689,student3689,student3689@test.com,GERMAN
3690,student3690,student3690@test.com,BIOLOGY
3691,student3691,student3691@test.com,BME
3692,student3692,student3692@test.com,BIOCHEM
3693,student3693,student3693@test.com,ECON
3694,student3694,student3694@test.com,ECON
3695,student3695,student3695@test.com,COMPSCI
3696,student3696,student3696@test.com,FRENCH
3697,student3697,student3697@test.com,RELIGION
3698,student3698,student3698@test.com,PUBPOL
3699,student3699,student3699@test.com,COMPSCI
3700,student3700,student3700@test.com,ECE
3701,student3701,student3701@test.com,ARTHIST
3702,student3702,student3702@test.com,ECE
3703,student3703,student3703@test.com,CULANTH
3704,student3704,student3704@test.com,ECE
3705,student3705,student3705@test.com,NEUROSCI
3706,student3706,student3706@test.com,BME
3707,student3707,student3707@test.com,CHEM
3708,student3708,student3708@test.com,EVANTH
3709,student3709,student3709@test.com,PUBPOL
3710,student3710,student3710@test.com,GERMAN
3711,student3711,student3711@test.com,BIOLOGY
3712,student3712,student3712@test.com,PSY
3713,student3713,student3713@test.com,CHINESE
3714,student3714,student3714@test.com,SPANISH
3715,student3715,student3715@test.com,MGRECON
3716,student3716,student3716@test.com,FRENCH
3717,student3717,student3717@test.com,RELIGION
3718,student3718,student3718@test.com,MGRECON
3719,student3719,student3719@test.com,SPANISH
3720,student3720,student3720@test.com,FRENCH
3721,student3721,student3721@test.com,NEUROSCI
3722,student3722,student3722@test.com,SPANISH
3723,student3723,student3723@test.com,RELIGION
3724,student3724,student3724@test.com,BIOLOGY
3725,student3725,student3725@test.com,BIOCHEM
3726,student3726,student3726@test.com,RELIGION
3727,student3727,student3727@test.com,CHINESE
3728,student3728,student3728@test.com,EDUC
3729,student3729,student3729@test.com,ARTHIST
3730,student3730,student3730@test.com,BIOCHEM
3731,student3731,student3731@test.com,MGRECON
3732,student3732,student3732@test.com,PPE
3733,student3733,student3733@test.com,ARTHIST
3734,student3734,student3734@test.com,FRENCH
3735,student3735,student3735@test.com,MUSIC
3736,student3736,student3736@test.com,MGRECON
3737,student3737,student3737@test.com,BIOLOGY
3738,student3738,student3738@test.com,CULANTH
3739,student3739,student3739@test.com,PHIL
3740,student3740,student3740@test.com,BME
3741,student3741,student3741@test.com,COMPSCI
3742,student3742,student3742@test.com,PUBPOL
3743,student3743,student3743@test.com,PPE
3744,student3744,student3744@test.com,BIOLOGY
3745,student3745,student3745@test.com,CHINESE
3746,student3746,student3746@test.com,EVANTH
3747,student3747,student3747@test.com,PHIL
3748,student3748,student3748@test.com,MUSIC
3749,student3749,student3749@test.com,PHIL
3750,student3750,student3750@test.com,CULANTH
3751,student3751,student3751@test.com,SPANISH
3752,student3752,student3752@test.com,NEUROSCI
3753,student3753,student3753@test.com,PUBPOL
3754,student3754,student3754@test.com,HISTORY
3755,student3755,student3755@test.com,CHINESE
3756,student3756,student3756@test.com,CULANTH
3757,student3757,student3757@test.com,MUSIC
3758,student3758,student3758@test.com,STA
3759,student3759,student3759@test.com,ARTHIST
3760,student3760,student3760@test.com,CHINESE
3761,student3761,student3761@test.com,BIOCHEM
3762,student3762,student3762@test.com,COMPSCI
3763,student3763,student3763@test.com,PHYSICS
3764,student3764,student3764@test.com,ARABIC
3765,student3765,student3765@test.com,RELIGION
3766,student3766,student3766@test.com,PPE
3767,student3767,student3767@test.com,CHEM
3768,student3768,student3768@test.com,HISTORY
3769,student3769,student3769@test.com,RELIGION
3770,student3770,student3770@test.com,NEUROSCI
3771,student3771,student3771@test.com,NEUROSCI
3772,student3772,student3772@test.com,GLHLTH
3773,student3773,student3773@test.com,SPANISH
3774,student3774,student3774@test.com,ARTHIST
3775,student3775,student3775@test.com,GERMAN
3776,student3776,student3776@test.com,RELIGION
3777,student3777,student3777@test.com,PPE
3778,student3778,student3778@test.com,PPE
3779,student3779,student3779@test.com,ARABIC
3780,student3780,student3780@test.com,PHYSICS
3781,student3781,student3781@test.com,BIOCHEM
3782,student3782,student3782@test.com,BIOCHEM
3783,student3783,student3783@test.com,RELIGION
3784,student3784,student3784@test.com,BIOLOGY
3785,student3785,student3785@test.com,ARABIC
3786,student3786,student3786@test.com,RELIGION
3787,student3787,student3787@test.com,ARABIC
3788,student3788,student3788@test.com,BIOCHEM
3789,student3789,student3789@test.com,EGR
3790,student3790,student3790@test.com,ENGLISH
3791,student3791,student3791@test.com,MUSIC
3792,student3792,student3792@test.com,NEUROSCI
3793,student3793,student3793@test.com,ENGLISH
3794,student3794,student3794@test.com,STA
3795,student3795,student3795@test.com,MGRECON
3796,student3796,student3796@test.com,ENGLISH
3797,student3797,student3797@test.com,PPE
3798,student3798,student3798@test.com,RELIGION
3799,student3799,student3799@test.com,MUSIC
3800,student3800,student3800@test.com,MGRECON
3801,student3801,student3801@test.com,BME
3802,student3802,student3802@test.com,GLHLTH
3803,student3803,student3803@test.com,FRENCH
3804,student3804,student3804@test.com,EGR
3805,student3805,student3805@test.com,RELIGION
3806,student3806,student3806@test.com,GERMAN
3807,student3807,student3807@test.com,ARTHIST
3808,student3808,student3808@test.com,COMPSCI
3809,student3809,student3809@test.com,COMPSCI
3810,student3810,student3810@test.com,ARTHIST
3811,student3811,student3811@test.com,GLHLTH
3812,student3812,student3812@test.com,PHIL
3813,student3813,student3813@test.com,BME
3814,student3814,student3814@test.com,FRENCH
3815,student3815,student3815@test.com,SPANISH
3816,student3816,student3816@test.com,EVANTH
3817,student3817,student3817@test.com,RELIGION
3818,student3818,student3818@test.com,PSY
3819,student3819,student3819@test.com,MGRECON
3820,student3820,student3820@test.com,EDUC
3821,student3821,student3821@test.com,ARTHIST
3822,student3822,student3822@test.com,GERMAN
3823,student3823,student3823@test.com,CHINESE
3824,student3824,student3824@test.com,BIOCHEM
3825,student3825,student3825@test.com,GERMAN
3826,student3826,student3826@test.com,BME
3827,student3827,student3827@test.com,PHYSICS
3828,student3828,student3828@test.com,FRENCH
3829,student3829,student3829@test.com,PUBPOL
3830,student3830,student3830@test.com,PHIL
3831,student3831,student3831@test.com,ECE
3832,student3832,student3832@test.com,SPANISH
3833,student3833,student3833@test.com,MGRECON
3834,student3834,student3834@test.com,MUSIC
3835,student3835,student3835@test.com,MUSIC
3836,student3836,student3836@test.com,HISTORY
3837,student3837,student3837@test.com,EVANTH
3838,student3838,student3838@test.com,HISTORY
3839,student3839,student3839@test.com,HISTORY
3840,student3840,student3840@test.com,ECE
3841,student3841,student3841@test.com,NEUROSCI
3842,student3842,student3842@test.com,MGRECON
3843,student3843,student3843@test.com,BIOCHEM
3844,student3844,student3844@test.com,ECON
3845,student3845,student3845@test.com,EGR
3846,student3846,student3846@test.com,NEUROSCI
3847,student3847,student3847@test.com,CULANTH
3848,student3848,student3848@test.com,BIOCHEM
3849,student3849,student3849@test.com,COMPSCI
3850,student3850,student3850@test.com,ENGLISH
3851,student3851,student3851@test.com,NEUROSCI
3852,student3852,student3852@test.com,ECON
3853,student3853,student3853@test.com,EVANTH
3854,student3854,student3854@test.com,FRENCH
3855,student3855,student3855@test.com,GERMAN
3856,student3856,student3856@test.com,EGR
3857,student3857,student3857@test.com,CHEM
3858,student3858,student3858@test.com,PPE
3859,student3859,student3859@test.com,MGRECON
3860,student3860,student3860@test.com,CHEM
3861,student3861,student3861@test.com,CULANTH
3862,student3862,student3862@test.com,RELIGION
3863,student3863,student3863@test.com,PHYSICS
3864,student3864,student3864@test.com,ECON
3865,student3865,student3865@test.com,SPANISH
3866,student3866,student3866@test.com,FRENCH
3867,student3867,student3867@test.com,EGR
3868,student3868,student3868@test.com,MGRECON
3869,student3869,student3869@test.com,GERMAN
3870,student3870,student3870@test.com,ECE
3871,student3871,student3871@test.com,CHINESE
3872,student3872,student3872@test.com,FRENCH
3873,student3873,student3873@test.com,EDUC
3874,student3874,student3874@test.com,RELIGION
3875,student3875,student3875@test.com,HISTORY
3876,student3876,student3876@test.com,BIOCHEM
3877,student3877,student3877@test.com,RELIGION
3878,student3878,student3878@test.com,EVANTH
3879,student3879,student3879@test.com,CHINESE
3880,student3880,student3880@test.com,ECE
3881,student3881,student3881@test.com,ENGLISH
3882,student3882,student3882@test.com,PUBPOL
3883,student3883,student3883@test.com,ARTHIST
3884,student3884,student3884@test.com,ECE
3885,student3885,student3885@test.com,PSY
3886,student3886,student3886@test.com,SPANISH
3887,student3887,student3887@test.com,GERMAN
3888,student3888,student3888@test.com,RELIGION
3889,student3889,student3889@test.com,BIOCHEM
3890,student3890,student3890@test.com,RELIGION
3891,student3891,student3891@test.com,RELIGION
3892,student3892,student3892@test.com,PHYSICS
3893,student3893,student3893@test.com,EGR
3894,student3894,student3894@test.com,COMPSCI
3895,student3895,student3895@test.com,CULANTH
3896,student3896,student3896@test.com,ENGLISH
3897,student3897,student3897@test.com,NEUROSCI
3898,student3898,student3898@test.com,SPANISH
3899,student3899,student3899@test.com,CHINESE
3900,student3900,student3900@test.com,EVANTH
3901,student3901,student3901@test.com,BME
3902,student3902,student3902@test.com,NEUROSCI
3903,student3903,student3903@test.com,CHEM
3904,student3904,student3904@test.com,EVANTH
3905,student3905,student3905@test.com,CHINESE
3906,student3906,student3906@test.com,RELIGION
3907,student3907,student3907@test.com,MGRECON
3908,student3908,student3908@test.com,PHYSICS
3909,student3909,student3909@test.com,GLHLTH
3910,student3910,student3910@test.com,GERMAN
3911,student3911,student3911@test.com,CHINESE
3912,student3912,student3912@test.com,PPE
3913,student3913,student3913@test.com,CHINESE
3914,student3914,student3914@test.com,CHINESE
3915,student3915,student3915@test.com,PHYSICS
3916,student3916,student3916@test.com,EGR
3917,student3917,student3917@test.com,NEUROSCI
3918,student3918,student3918@test.com,PPE
3919,student3919,student3919@test.com,BIOLOGY
3920,student3920,student3920@test.com,PHIL
3921,student3921,student3921@test.com,EVANTH
3922,student3922,student3922@test.com,PHIL
3923,student3923,student3923@test.com,PSY
3924,student3924,student3924@test.com,PHYSICS
3925,student3925,student3925@test.com,BIOCHEM
3926,student3926,student3926@test.com,MGRECON
3927,student3927,student3927@test.com,BIOCHEM
3928,student3928,student3928@test.com,MGRECON
3929,student3929,student3929@test.com,PUBPOL
3930,student3930,student3930@test.com,HISTORY
3931,student3931,student3931@test.com,MATH
3932,student3932,student3932@test.com,MGRECON
3933,student3933,student3933@test.com,GERMAN
3934,student3934,student3934@test.com,BIOCHEM
3935,student3935,student3935@test.com,GERMAN
3936,student3936,student3936@test.com,GERMAN
3937,student3937,student3937@test.com,RELIGION
3938,student3938,student3938@test.com,EDUC
3939,student3939,student3939@test.com,FRENCH
3940,student3940,student3940@test.com,MATH
3941,student3941,student3941@test.com,MUSIC
3942,student3942,student3942@test.com,CHINESE
3943,student3943,student3943@test.com,ARTHIST
3944,student3944,student3944@test.com,ECON
3945,student3945,student3945@test.com,ENGLISH
3946,student3946,student3946@test.com,GLHLTH
3947,student3947,student3947@test.com,ENGLISH
3948,student3948,student3948@test.com,NEUROSCI
3949,student3949,student3949@test.com,PSY
3950,student3950,student3950@test.com,PUBPOL
3951,student3951,student3951@test.com,PHYSICS
3952,student3952,student3952@test.com,GERMAN
3953,student3953,student3953@test.com,PPE
3954,student3954,student3954@test.com,HISTORY
3955,student3955,student3955@test.com,GERMAN
3956,student3956,student3956@test.com,PUBPOL
3957,student3957,student3957@test.com,PHYSICS
3958,student3958,student3958@test.com,PHYSICS
3959,student3959,student3959@test.com,ARABIC
3960,student3960,student3960@test.com,EGR
3961,student3961,student3961@test.com,ECE
3962,student3962,student3962@test.com,BME
3963,student3963,student3963@test.com,COMPSCI
3964,student3964,student3964@test.com,STA
3965,student3965,student3965@test.com,ENGLISH
3966,student3966,student3966@test.com,GERMAN
3967,student3967,student3967@test.com,CULANTH
3968,student3968,student3968@test.com,ARABIC
3969,student3969,student3969@test.com,EDUC
3970,student3970,student3970@test.com,SPANISH
3971,student3971,student3971@test.com,EGR
3972,student3972,student3972@test.com,MATH
3973,student3973,student3973@test.com,PPE
3974,student3974,student3974@test.com,ENGLISH
3975,student3975,student3975@test.com,BME
3976,student3976,student3976@test.com,FRENCH
3977,student3977,student3977@test.com,PSY
3978,student3978,student3978@test.com,NEUROSCI
3979,student3979,student3979@test.com,EGR
3980,student3980,student3980@test.com,EDUC
3981,student3981,student3981@test.com,PHIL
3982,student3982,student3982@test.com,EVANTH
3983,student3983,student3983@test.com,STA
3984,student3984,student3984@test.com,FRENCH
3985,student3985,student3985@test.com,PPE
3986,student3986,student3986@test.com,PPE
3987,student3987,student3987@test.com,MGRECON
3988,student3988,student3988@test.com,ECON
3989,student3989,student3989@test.com,FRENCH
3990,student3990,student3990@test.com,EGR
3991,student3991,student3991@test.com,BIOCHEM
3992,student3992,student3992@test.com,MUSIC
3993,student3993,student3993@test.com,PSY
3994,student3994,student3994@test.com,COMPSCI
3995,student3995,student3995@test.com,BME
3996,student3996,student3996@test.com,HISTORY
3997,student3997,student3997@test.com,COMPSCI
3998,student3998,student3998@test.com,BIOLOGY
3999,student3999,student3999@test.com,STA
4000,student4000,student4000@test.com,COMPSCI
4001,student4001,student4001@test.com,PSY
4002,student4002,student4002@test.com,BIOLOGY
4003,student4003,student4003@test.com,ENGLISH
4004,student4004,student4004@test.com,GLHLTH
4005,student4005,student4005@test.com,PSY
4006,student4006,student4006@test.com,EVANTH
4007,student4007,student4007@test.com,SPANISH
4008,student4008,student4008@test.com,MGRECON
4009,student4009,student4009@test.com,MUSIC
4010,student4010,student4010@test.com,MUSIC
4011,student4011,student4011@test.com,RELIGION
4012,student4012,student4012@test.com,EVANTH
4013,student4013,student4013@test.com,MGRECON
4014,student4014,student4014@test.com,CHINESE
4015,student4015,student4015@test.com,COMPSCI
4016,student4016,student4016@test.com,MATH
4017,student4017,student4017@test.com,ARABIC
4018,student4018,student4018@test.com,PUBPOL
4019,student4019,student4019@test.com,EDUC
4020,student4020,student4020@test.com,ARABIC
4021,student4021,student4021@test.com,HISTORY
4022,student4022,student4022@test.com,PPE
4023,student4023,student4023@test.com,COMPSCI
4024,student4024,student4024@test.com,ECON
4025,student4025,student4025@test.com,BIOLOGY
4026,student4026,student4026@test.com,ARABIC
4027,student4027,student4027@test.com,FRENCH
4028,student4028,student4028@test.com,BIOLOGY
4029,student4029,student4029@test.com,EVANTH
4030,student4030,student4030@test.com,EGR
4031,student4031,student4031@test.com,MATH
4032,student4032,student4032@test.com,ARABIC
4033,student4033,student4033@test.com,EDUC
4034,student4034,student4034@test.com,CHINESE
4035,student4035,student4035@test.com,ECE
4036,student4036,student4036@test.com,MGRECON
4037,student4037,student4037@test.com,ECON
4038,student4038,student4038@test.com,SPANISH
4039,student4039,student4039@test.com,FRENCH
4040,student4040,student4040@test.com,PPE
4041,student4041,student4041@test.com,MGRECON
4042,student4042,student4042@test.com,MUSIC
4043,student4043,student4043@test.com,ARABIC
4044,student4044,student4044@test.com,ECE
4045,student4045,student4045@test.com,ENGLISH
4046,student4046,student4046@test.com,CHINESE
4047,student4047,student4047@test.com,PUBPOL
4048,student4048,student4048@test.com,BIOCHEM
4049,student4049,student4049@test.com,MGRECON
4050,student4050,student4050@test.com,MATH
4051,student4051,student4051@test.com,FRENCH
4052,student4052,student4052@test.com,BIOCHEM
4053,student4053,student4053@test.com,MGRECON
4054,student4054,student4054@test.com,STA
4055,student4055,student4055@test.com,MUSIC
4056,student4056,student4056@test.com,EGR
4057,student4057,student4057@test.com,GLHLTH
4058,student4058,student4058@test.com,SPANISH
4059,student4059,student4059@test.com,FRENCH
4060,student4060,student4060@test.com,ARTHIST
4061,student4061,student4061@test.com,NEUROSCI
4062,student4062,student4062@test.com,STA
4063,student4063,student4063@test.com,STA
4064,student4064,student4064@test.com,CULANTH
4065,student4065,student4065@test.com,CULANTH
4066,student4066,student4066@test.com,HISTORY
4067,student4067,student4067@test.com,BIOCHEM
4068,student4068,student4068@test.com,CHINESE
4069,student4069,student4069@test.com,SPANISH
4070,student4070,student4070@test.com,ECE
4071,student4071,student4071@test.com,EGR
4072,student4072,student4072@test.com,NEUROSCI
4073,student4073,student4073@test.com,STA
4074,student4074,student4074@test.com,ENGLISH
4075,student4075,student4075@test.com,GERMAN
4076,student4076,student4076@test.com,MGRECON
4077,student4077,student4077@test.com,BIOLOGY
4078,student4078,student4078@test.com,ECE
4079,student4079,student4079@test.com,RELIGION
4080,student4080,student4080@test.com,GERMAN
4081,student4081,student4081@test.com,BME
4082,student4082,student4082@test.com,HISTORY
4083,student4083,student4083@test.com,CHEM
4084,student4084,student4084@test.com,STA
4085,student4085,student4085@test.com,EGR
4086,student4086,student4086@test.com,COMPSCI
4087,student4087,student4087@test.com,EVANTH
4088,student4088,student4088@test.com,GLHLTH
4089,student4089,student4089@test.com,GERMAN
4090,student4090,student4090@test.com,PPE
4091,student4091,student4091@test.com,EVANTH
4092,student4092,student4092@test.com,CHINESE
4093,student4093,student4093@test.com,EDUC
4094,student4094,student4094@test.com,PUBPOL
4095,student4095,student4095@test.com,CHINESE
4096,student4096,student4096@test.com,NEUROSCI
4097,student4097,student4097@test.com,COMPSCI
4098,student4098,student4098@test.com,MGRECON
4099,student4099,student4099@test.com,PUBPOL
4100,student4100,student4100@test.com,COMPSCI
4101,student4101,student4101@test.com,GERMAN
4102,student4102,student4102@test.com,PUBPOL
4103,student4103,student4103@test.com,COMPSCI
4104,student4104,student4104@test.com,ECON
4105,student4105,student4105@test.com,MATH
4106,student4106,student4106@test.com,EVANTH
4107,student4107,student4107@test.com,FRENCH
4108,student4108,student4108@test.com,BME
4109,student4109,student4109@test.com,MGRECON
4110,student4110,student4110@test.com,PUBPOL
4111,student4111,student4111@test.com,PHYSICS
4112,student4112,student4112@test.com,ECON
4113,student4113,student4113@test.com,PSY
4114,student4114,student4114@test.com,SPANISH
4115,student4115,student4115@test.com,PHYSICS
4116,student4116,student4116@test.com,GERMAN
4117,student4117,student4117@test.com,STA
4118,student4118,student4118@test.com,BME
4119,student4119,student4119@test.com,STA
4120,student4120,student4120@test.com,BME
4121,student4121,student4121@test.com,BME
4122,student4122,student4122@test.com,FRENCH
4123,student4123,student4123@test.com,COMPSCI
4124,student4124,student4124@test.com,CULANTH
4125,student4125,student4125@test.com,STA
4126,student4126,student4126@test.com,BIOLOGY
4127,student4127,student4127@test.com,CHEM
4128,student4128,student4128@test.com,RELIGION
4129,student4129,student4129@test.com,COMPSCI
4130,student4130,student4130@test.com,STA
4131,student4131,student4131@test.com,EGR
4132,student4132,student4132@test.com,GLHLTH
4133,student4133,student4133@test.com,PUBPOL
4134,student4134,student4134@test.com,FRENCH
4135,student4135,student4135@test.com,ECON
4136,student4136,student4136@test.com,MATH
4137,student4137,student4137@test.com,ECE
4138,student4138,student4138@test.com,CHINESE
4139,student4139,student4139@test.com,STA
4140,student4140,student4140@test.com,ECE
4141,student4141,student4141@test.com,BIOCHEM
4142,student4142,student4142@test.com,PUBPOL
4143,student4143,student4143@test.com,SPANISH
4144,student4144,student4144@test.com,ARTHIST
4145,student4145,student4145@test.com,EVANTH
4146,student4146,student4146@test.com,PUBPOL
4147,student4147,student4147@test.com,EVANTH
4148,student4148,student4148@test.com,HISTORY
4149,student4149,student4149@test.com,BIOCHEM
4150,student4150,student4150@test.com,ARABIC
4151,student4151,student4151@test.com,EVANTH
4152,student4152,student4152@test.com,EVANTH
4153,student4153,student4153@test.com,EVANTH
4154,student4154,student4154@test.com,ECON
4155,student4155,student4155@test.com,BIOCHEM
4156,student4156,student4156@test.com,BIOLOGY
4157,student4157,student4157@test.com,MATH
4158,student4158,student4158@test.com,PHYSICS
4159,student4159,student4159@test.com,MUSIC
4160,student4160,student4160@test.com,MATH
4161,student4161,student4161@test.com,EGR
4162,student4162,student4162@test.com,CHINESE
4163,student4163,student4163@test.com,EDUC
4164,student4164,student4164@test.com,ARABIC
4165,student4165,student4165@test.com,COMPSCI
4166,student4166,student4166@test.com,STA
4167,student4167,student4167@test.com,BIOLOGY
4168,student4168,student4168@test.com,FRENCH
4169,student4169,student4169@test.com,ECON
4170,student4170,student4170@test.com,FRENCH
4171,student4171,student4171@test.com,SPANISH
4172,student4172,student4172@test.com,GLHLTH
4173,student4173,student4173@test.com,ARABIC
4174,student4174,student4174@test.com,HISTORY
4175,student4175,student4175@test.com,CHINESE
4176,student4176,student4176@test.com,BIOLOGY
4177,student4177,student4177@test.com,NEUROSCI
4178,student4178,student4178@test.com,PSY
